Feature,Ridge_Coefficient,Ridge_AbsCoeff,Ridge_Rank
postal_code_L1D,0.6478343981531361,0.6478343981531361,106
postal_code_R6L,0.6439462953218947,0.6439462953218947,107
postal_code_V2T,0.6408216484956918,0.6408216484956918,108
postal_code_E9Z,0.6404638140741413,0.6404638140741413,109
postal_code_B7J,0.6382862326407883,0.6382862326407883,110
postal_code_L6X,0.635356769392992,0.635356769392992,111
postal_code_C2F,0.634031874637522,0.634031874637522,112
postal_code_M9X,0.6334749437390289,0.6334749437390289,113
postal_code_L9W,0.6325486455876458,0.6325486455876458,114
postal_code_R7Y,0.6312357887157568,0.6312357887157568,115
postal_code_B5U,0.6297665408705718,0.6297665408705718,116
postal_code_R7P,0.6275926991860339,0.6275926991860339,117
postal_code_P1S,0.6144463512830353,0.6144463512830353,118
postal_code_N6E,0.6125443909533745,0.6125443909533745,119
postal_code_B3W,0.6115504416351586,0.6115504416351586,120
postal_code_S4Q,0.6108260037180133,0.6108260037180133,121
postal_code_G4G,0.6100936278953427,0.6100936278953427,122
postal_code_M6S,0.6097071834518653,0.6097071834518653,123
postal_code_L9L,0.6083447267662545,0.6083447267662545,124
postal_code_K6V,0.6081993218254765,0.6081993218254765,125
postal_code_M9W,0.6065514928467657,0.6065514928467657,126
postal_code_M4R,0.6052223032902575,0.6052223032902575,127
postal_code_L7Y,0.6047812227868703,0.6047812227868703,128
postal_code_B8P,0.6046796309609339,0.6046796309609339,129
postal_code_L4U,0.603821150637729,0.603821150637729,130
postal_code_C6U,0.603405216533937,0.603405216533937,131
postal_code_J3S,0.6004551837199922,0.6004551837199922,132
postal_code_R8A,0.59978458987985,0.59978458987985,133
postal_code_V8O,0.5997718301884399,0.5997718301884399,134
postal_code_N3V,0.595018258495541,0.595018258495541,135
postal_code_A3S,0.5940571458148298,0.5940571458148298,136
postal_code_R7B,0.5885662328223078,0.5885662328223078,137
postal_code_E9B,0.5877737479619685,0.5877737479619685,138
postal_code_G2X,0.5872202109396361,0.5872202109396361,139
postal_code_M6I,0.5858148525485211,0.5858148525485211,140
postal_code_E3P,0.5834360765182797,0.5834360765182797,141
postal_code_S6Z,0.5814091497180625,0.5814091497180625,142
postal_code_C8I,0.5801904638472494,0.5801904638472494,143
postal_code_B6P,0.5796341992914591,0.5796341992914591,144
postal_code_A1Z,0.5796267463118994,0.5796267463118994,145
postal_code_C4K,0.5792875261982581,0.5792875261982581,146
postal_code_G6Q,0.5787709928648933,0.5787709928648933,147
postal_code_A6B,0.578225785520385,0.578225785520385,148
postal_code_R4L,0.5780910897737478,0.5780910897737478,149
postal_code_T8F,0.5742942439999726,0.5742942439999726,150
postal_code_R8R,0.5734898362613349,0.5734898362613349,151
postal_code_J9K,0.5720966853004292,0.5720966853004292,152
postal_code_S8D,0.571208214342779,0.571208214342779,153
postal_code_C9L,0.5699696560860887,0.5699696560860887,154
postal_code_E2L,0.5681601251485564,0.5681601251485564,155
postal_code_N1X,0.5680422185096696,0.5680422185096696,156
postal_code_G4Z,0.5676087934418612,0.5676087934418612,157
postal_code_J6S,0.5668815661751706,0.5668815661751706,158
postal_code_R8L,0.5662452834863251,0.5662452834863251,159
postal_code_P7K,0.563914380254171,0.563914380254171,160
postal_code_A4F,0.561315448252458,0.561315448252458,161
postal_code_T1R,0.5599360481937015,0.5599360481937015,162
postal_code_J3N,0.5598300348092742,0.5598300348092742,163
postal_code_K6Q,0.5573335673065575,0.5573335673065575,164
postal_code_T2R,0.5564671468691578,0.5564671468691578,165
postal_code_N7Z,0.55547081466151,0.55547081466151,166
postal_code_T7J,-0.5547381928525298,0.5547381928525298,167
postal_code_L6V,0.5537636369591027,0.5537636369591027,168
postal_code_N8I,0.5535579110732647,0.5535579110732647,169
postal_code_P8R,0.5534563172217091,0.5534563172217091,170
postal_code_G3T,0.5532073770574872,0.5532073770574872,171
postal_code_A9J,0.549706023027897,0.549706023027897,172
postal_code_M4B,0.5489371409610287,0.5489371409610287,173
postal_code_H4O,0.5488727785265299,0.5488727785265299,174
postal_code_G2W,0.5484449204818079,0.5484449204818079,175
postal_code_L3J,0.5482741815501952,0.5482741815501952,176
postal_code_S6P,0.5482057338284966,0.5482057338284966,177
postal_code_E4A,0.5463907410020482,0.5463907410020482,178
postal_code_K4M,0.5462896666308634,0.5462896666308634,179
postal_code_K3T,0.5459938895712578,0.5459938895712578,180
postal_code_A9D,0.5459495303715652,0.5459495303715652,181
postal_code_A2A,0.5432574449939922,0.5432574449939922,182
postal_code_K5K,0.5398877269979152,0.5398877269979152,183
postal_code_H2V,0.5351073292988706,0.5351073292988706,184
postal_code_T3C,0.5312468925301566,0.5312468925301566,185
postal_code_L1F,0.5304745894558421,0.5304745894558421,186
postal_code_H7U,0.5300143214016961,0.5300143214016961,187
postal_code_M5O,0.5293821040970929,0.5293821040970929,188
postal_code_S2T,0.5271468210406458,0.5271468210406458,189
postal_code_M9L,0.5257976085553586,0.5257976085553586,190
postal_code_K5A,0.5247736962173107,0.5247736962173107,191
postal_code_L9E,0.5243798482634459,0.5243798482634459,192
postal_code_N4P,0.5238894803518536,0.5238894803518536,193
postal_code_T4J,0.5232515744602649,0.5232515744602649,194
postal_code_L3O,0.5228843621650254,0.5228843621650254,195
postal_code_C3R,0.5228125863189856,0.5228125863189856,196
postal_code_J3E,0.5220159154793929,0.5220159154793929,197
postal_code_T3Q,0.5175394292828673,0.5175394292828673,198
postal_code_T5V,0.5173884359834178,0.5173884359834178,199
postal_code_M6T,-0.5170303181966942,0.5170303181966942,200
postal_code_S4R,0.5163693452937387,0.5163693452937387,201
postal_code_R9W,0.5099407336849572,0.5099407336849572,202
postal_code_A6S,0.5089301426389308,0.5089301426389308,203
postal_code_H6X,0.5087465300321213,0.5087465300321213,204
postal_code_H7G,0.5065808477202349,0.5065808477202349,205
postal_code_B8G,0.5065684357999582,0.5065684357999582,206
postal_code_R3B,0.5056254638613664,0.5056254638613664,207
postal_code_N5S,0.5047180184511891,0.5047180184511891,208
postal_code_L4F,0.5044904180611958,0.5044904180611958,209
postal_code_H5D,-0.5039294021196092,0.5039294021196092,210
postal_code_H3P,0.5037738528477088,0.5037738528477088,211
postal_code_L7I,0.5016273228571235,0.5016273228571235,212
postal_code_V3B,0.5013125084972267,0.5013125084972267,213
postal_code_B9Y,-0.5005424699496206,0.5005424699496206,214
postal_code_J4A,0.4996421069509777,0.4996421069509777,215
postal_code_R7H,0.4995831529308855,0.4995831529308855,216
postal_code_H3M,0.499495904370449,0.499495904370449,217
postal_code_T9I,0.4983053060638667,0.4983053060638667,218
postal_code_P8F,0.4960192203364882,0.4960192203364882,219
postal_code_E2R,0.4950976918548642,0.4950976918548642,220
postal_code_P9L,0.49192266572824395,0.49192266572824395,221
postal_code_K7E,0.49042372517495,0.49042372517495,222
postal_code_P5J,0.48988398628481533,0.48988398628481533,223
postal_code_R2K,0.48785206030854894,0.48785206030854894,224
postal_code_H6F,-0.486056256857197,0.486056256857197,225
postal_code_N2I,0.48477927821738104,0.48477927821738104,226
postal_code_R7A,0.4846759090634028,0.4846759090634028,227
postal_code_V5D,0.4845990621057825,0.4845990621057825,228
postal_code_H9S,0.48449366576354147,0.48449366576354147,229
postal_code_R7M,0.4834295066729737,0.4834295066729737,230
postal_code_T7W,0.48250852468552746,0.48250852468552746,231
postal_code_B8O,0.4823278286440352,0.4823278286440352,232
postal_code_A6Q,-0.47908256789268205,0.47908256789268205,233
postal_code_G8M,0.4788511033132762,0.4788511033132762,234
postal_code_G9F,0.47873505336675004,0.47873505336675004,235
postal_code_M8B,0.47813808564156235,0.47813808564156235,236
postal_code_R8Q,0.4773941188764824,0.4773941188764824,237
postal_code_T6I,0.4771353116647479,0.4771353116647479,238
postal_code_K5E,0.477025496332943,0.477025496332943,239
postal_code_H7J,0.4756163810586046,0.4756163810586046,240
postal_code_C5N,-0.47448445227203684,0.47448445227203684,241
postal_code_B7Q,0.47331473384949696,0.47331473384949696,242
postal_code_J2N,0.4728487793829933,0.4728487793829933,243
postal_code_V3G,0.4718636214082163,0.4718636214082163,244
postal_code_E8W,0.47126670531019116,0.47126670531019116,245
postal_code_B5O,0.4690185749290951,0.4690185749290951,246
postal_code_P1L,0.468645391826601,0.468645391826601,247
postal_code_R9F,0.4676574944024225,0.4676574944024225,248
postal_code_K9Y,0.4659594842253376,0.4659594842253376,249
postal_code_M3P,0.4654376045763589,0.4654376045763589,250
postal_code_E4Q,0.4642506907506114,0.4642506907506114,251
postal_code_M3D,-0.46416728386217926,0.46416728386217926,252
postal_code_S1U,0.46411331775255027,0.46411331775255027,253
postal_code_B6K,0.4634236312059993,0.4634236312059993,254
postal_code_E1O,0.46341437092172244,0.46341437092172244,255
postal_code_M7E,0.46256112082146994,0.46256112082146994,256
postal_code_K8U,-0.4610643940882492,0.4610643940882492,257
postal_code_P9N,0.4604820488313379,0.4604820488313379,258
postal_code_T7Y,0.46043517706774395,0.46043517706774395,259
postal_code_P6H,0.4599392113182277,0.4599392113182277,260
postal_code_J8C,0.45443263344973167,0.45443263344973167,261
postal_code_G4L,0.45368160336542046,0.45368160336542046,262
postal_code_M3S,0.4535894451596989,0.4535894451596989,263
postal_code_P4S,0.4519963813095957,0.4519963813095957,264
postal_code_P8G,0.451468287351587,0.451468287351587,265
postal_code_L4C,-0.4513967227706796,0.4513967227706796,266
postal_code_B6G,0.4510178589454242,0.4510178589454242,267
postal_code_M7N,0.4478636449555181,0.4478636449555181,268
postal_code_S1T,0.44755165710314176,0.44755165710314176,269
postal_code_J2T,0.4473773946428165,0.4473773946428165,270
postal_code_E5I,-0.44542781335678444,0.44542781335678444,271
postal_code_S3X,0.445083765132936,0.445083765132936,272
postal_code_P9D,0.44466135494433306,0.44466135494433306,273
postal_code_J5N,-0.4444195242885043,0.4444195242885043,274
postal_code_T9Z,0.442473927408627,0.442473927408627,275
postal_code_T3P,0.4419147903948274,0.4419147903948274,276
postal_code_L6O,0.4415910115608965,0.4415910115608965,277
postal_code_E2U,-0.4410805595227593,0.4410805595227593,278
postal_code_P8K,0.4388441334172023,0.4388441334172023,279
postal_code_H5M,0.43809595081528735,0.43809595081528735,280
postal_code_B5S,-0.4377052055687673,0.4377052055687673,281
postal_code_L3H,0.4375779630438375,0.4375779630438375,282
postal_code_H4P,-0.436531591305596,0.436531591305596,283
postal_code_L2Z,0.43615380561725203,0.43615380561725203,284
postal_code_L7R,0.43563389982152473,0.43563389982152473,285
postal_code_H6M,0.43459455054553375,0.43459455054553375,286
postal_code_P8E,0.4342474966046883,0.4342474966046883,287
postal_code_P7E,0.43360766572497844,0.43360766572497844,288
postal_code_S5M,0.43328034773554247,0.43328034773554247,289
postal_code_R6W,0.43249229278491597,0.43249229278491597,290
postal_code_M4J,0.43154636705890054,0.43154636705890054,291
postal_code_G5F,-0.43087761045569684,0.43087761045569684,292
postal_code_V8T,0.42965315225917533,0.42965315225917533,293
postal_code_S8S,0.42961736504072817,0.42961736504072817,294
postal_code_P2U,0.4294273345040335,0.4294273345040335,295
postal_code_G5H,-0.4287878442295164,0.4287878442295164,296
postal_code_B2I,0.426715235681353,0.426715235681353,297
postal_code_E3B,0.42616222621159777,0.42616222621159777,298
postal_code_E6G,0.425929430759993,0.425929430759993,299
postal_code_R4G,0.4252294996946133,0.4252294996946133,300
postal_code_S6G,-0.4245138936923457,0.4245138936923457,301
postal_code_N8Q,-0.4240235984853197,0.4240235984853197,302
postal_code_P7L,0.42400845795507636,0.42400845795507636,303
postal_code_B9X,0.42397497601629613,0.42397497601629613,304
postal_code_C4G,-0.42319194875742916,0.42319194875742916,305
postal_code_R5T,0.4227703136283281,0.4227703136283281,306
postal_code_S8E,0.4224939363525737,0.4224939363525737,307
postal_code_N6T,0.4221996141286983,0.4221996141286983,308
postal_code_A9A,-0.4220503767943544,0.4220503767943544,309
postal_code_S1B,0.42183875168326557,0.42183875168326557,310
postal_code_R7O,0.42146183701111356,0.42146183701111356,311
postal_code_P1C,0.42091731474894734,0.42091731474894734,312
postal_code_R4M,-0.4207764828557191,0.4207764828557191,313
postal_code_N1T,-0.42023594007890214,0.42023594007890214,314
postal_code_R7V,0.4184015822136925,0.4184015822136925,315
postal_code_S7M,0.4183172470484501,0.4183172470484501,316
postal_code_E3H,-0.4178876203967711,0.4178876203967711,317
postal_code_N9X,0.41658508502955843,0.41658508502955843,318
postal_code_N1B,0.4162737888263065,0.4162737888263065,319
postal_code_S2P,0.4158332567861909,0.4158332567861909,320
postal_code_J6B,0.4154984482269265,0.4154984482269265,321
postal_code_P9H,0.41501717189994175,0.41501717189994175,322
postal_code_M8U,-0.4139996555220893,0.4139996555220893,323
postal_code_T3H,0.4138291451096581,0.4138291451096581,324
postal_code_E6Y,0.41345703160014563,0.41345703160014563,325
postal_code_J9P,0.41331204724398984,0.41331204724398984,326
postal_code_V9Y,0.41321186679677185,0.41321186679677185,327
postal_code_N4Z,-0.4131545960692383,0.4131545960692383,328
postal_code_S4G,0.41251479897444726,0.41251479897444726,329
postal_code_G8T,-0.4114041102319036,0.4114041102319036,330
postal_code_J9R,0.410142369182593,0.410142369182593,331
postal_code_A2F,-0.409679503349941,0.409679503349941,332
postal_code_M2D,0.4093404382275345,0.4093404382275345,333
postal_code_J5Y,0.4093010169807536,0.4093010169807536,334
postal_code_M6P,-0.40840613762530364,0.40840613762530364,335
postal_code_K6P,-0.40803507551231016,0.40803507551231016,336
postal_code_G6Z,0.4079511752992015,0.4079511752992015,337
postal_code_S8T,0.40791984047741614,0.40791984047741614,338
postal_code_H3H,0.4078184848619263,0.4078184848619263,339
postal_code_M5N,0.40688234689061326,0.40688234689061326,340
postal_code_A2E,0.4061595202763785,0.4061595202763785,341
postal_code_S6J,0.4052815551757109,0.4052815551757109,342
postal_code_G6C,0.40520147671960827,0.40520147671960827,343
postal_code_L9C,-0.40398286151056745,0.40398286151056745,344
postal_code_A6V,0.40381711199631354,0.40381711199631354,345
postal_code_T2O,0.4034116928663226,0.4034116928663226,346
postal_code_M8O,0.40327084433161425,0.40327084433161425,347
postal_code_T1P,0.40296684114621467,0.40296684114621467,348
postal_code_T6L,0.4027836838908659,0.4027836838908659,349
postal_code_H1G,0.40267163032262493,0.40267163032262493,350
postal_code_K1X,0.40211831854009217,0.40211831854009217,351
postal_code_P3L,0.4019184898299461,0.4019184898299461,352
postal_code_L3L,0.4018485318485098,0.4018485318485098,353
postal_code_N7E,0.4015469769914517,0.4015469769914517,354
postal_code_A7B,-0.40097811210110235,0.40097811210110235,355
postal_code_S4Y,0.4007941886677591,0.4007941886677591,356
postal_code_P5A,0.40029768967278706,0.40029768967278706,357
postal_code_N4V,-0.3999096332067742,0.3999096332067742,358
postal_code_G1V,0.39948004183072167,0.39948004183072167,359
postal_code_R1V,0.3976983117882039,0.3976983117882039,360
postal_code_P3C,-0.3974408347623109,0.3974408347623109,361
postal_code_G5Z,0.3966769066526038,0.3966769066526038,362
postal_code_G5J,0.3959894591856193,0.3959894591856193,363
postal_code_P3B,0.39470374383530077,0.39470374383530077,364
postal_code_N1W,0.3946228763155859,0.3946228763155859,365
postal_code_R7U,-0.3938524733332685,0.3938524733332685,366
postal_code_G2U,-0.393485118885547,0.393485118885547,367
postal_code_R6D,-0.39273190281013287,0.39273190281013287,368
postal_code_J7R,0.3922268869171223,0.3922268869171223,369
postal_code_N8W,0.3920143054357848,0.3920143054357848,370
postal_code_S4M,-0.3919473480139806,0.3919473480139806,371
postal_code_N5H,0.39170899766741946,0.39170899766741946,372
postal_code_T1A,0.3913909187357606,0.3913909187357606,373
postal_code_E3I,-0.3912901388342387,0.3912901388342387,374
postal_code_R2Y,0.3912033740756412,0.3912033740756412,375
postal_code_L1T,-0.39102231985463776,0.39102231985463776,376
postal_code_J9G,-0.39084616079064427,0.39084616079064427,377
postal_code_V5Q,0.39007811441712065,0.39007811441712065,378
postal_code_R5A,-0.38989074396328643,0.38989074396328643,379
postal_code_S6I,0.3898316844076026,0.3898316844076026,380
postal_code_N6V,0.389804575657355,0.389804575657355,381
postal_code_B8N,-0.3894785317353047,0.3894785317353047,382
postal_code_S2E,-0.388570162778696,0.388570162778696,383
postal_code_V8L,-0.38726327471764127,0.38726327471764127,384
postal_code_P8W,0.38704143793170387,0.38704143793170387,385
postal_code_T6C,0.3866693979267582,0.3866693979267582,386
postal_code_T9Q,0.38507538016419846,0.38507538016419846,387
postal_code_L6A,0.3848481690065098,0.3848481690065098,388
postal_code_B3L,-0.38424703409540917,0.38424703409540917,389
postal_code_V2N,-0.3834507146859114,0.3834507146859114,390
postal_code_M3U,-0.38324004980307014,0.38324004980307014,391
postal_code_H9I,0.38272619040794903,0.38272619040794903,392
postal_code_K5M,0.38154044647138846,0.38154044647138846,393
postal_code_M9O,-0.3814371459797383,0.3814371459797383,394
postal_code_R6N,0.38142608061758804,0.38142608061758804,395
postal_code_R2Q,0.3800962311892726,0.3800962311892726,396
postal_code_H9A,0.379746527457894,0.379746527457894,397
postal_code_L4Y,0.37894724889149806,0.37894724889149806,398
postal_code_M9K,-0.37862409331156976,0.37862409331156976,399
postal_code_M1S,-0.3773295822684778,0.3773295822684778,400
postal_code_N7G,0.3766673908304625,0.3766673908304625,401
postal_code_B3D,0.3764554347462378,0.3764554347462378,402
postal_code_N5L,-0.3761982532202017,0.3761982532202017,403
postal_code_P4G,-0.37482774965041604,0.37482774965041604,404
postal_code_N7N,-0.3745740079877124,0.3745740079877124,405
postal_code_V3R,0.3742258654439526,0.3742258654439526,406
postal_code_L3R,0.37334333793938623,0.37334333793938623,407
postal_code_T5E,0.37273120966893153,0.37273120966893153,408
postal_code_V6X,0.37272375132283087,0.37272375132283087,409
postal_code_A9W,0.3716031377961051,0.3716031377961051,410
postal_code_C5Z,-0.37154863163381635,0.37154863163381635,411
postal_code_B1V,-0.37136903818214434,0.37136903818214434,412
postal_code_V1L,0.37132031768204943,0.37132031768204943,413
postal_code_A2O,0.370935361219284,0.370935361219284,414
postal_code_H7I,0.36882097569835925,0.36882097569835925,415
postal_code_L1W,0.3685899616633191,0.3685899616633191,416
postal_code_T6R,-0.3683276675274799,0.3683276675274799,417
postal_code_J4V,0.3678606723650498,0.3678606723650498,418
postal_code_T6Y,0.36777415508954425,0.36777415508954425,419
postal_code_K9M,-0.3672974638173678,0.3672974638173678,420
postal_code_N2L,0.3671215398567865,0.3671215398567865,421
postal_code_A9C,0.3665745103952731,0.3665745103952731,422
postal_code_B1D,-0.36645856561341444,0.36645856561341444,423
postal_code_H2B,0.36631020509899864,0.36631020509899864,424
postal_code_M1Q,-0.3661892710981951,0.3661892710981951,425
postal_code_L2F,0.36586167125818114,0.36586167125818114,426
postal_code_V7E,0.3648496510786945,0.3648496510786945,427
postal_code_M8S,-0.3644915391026211,0.3644915391026211,428
postal_code_T8B,0.36434142435733274,0.36434142435733274,429
postal_code_P9S,-0.3639093064831271,0.3639093064831271,430
postal_code_P5G,-0.36383528813389443,0.36383528813389443,431
postal_code_M5W,-0.3630696440292508,0.3630696440292508,432
postal_code_V8U,0.3624064903927036,0.3624064903927036,433
postal_code_G4P,0.36213636766345075,0.36213636766345075,434
postal_code_M2F,0.3615149517359889,0.3615149517359889,435
postal_code_G1S,-0.3613279179823462,0.3613279179823462,436
postal_code_L7M,-0.3613137622731282,0.3613137622731282,437
postal_code_V6V,-0.36125051415862874,0.36125051415862874,438
postal_code_B9U,-0.3603907467196501,0.3603907467196501,439
postal_code_N4W,0.36021767057762166,0.36021767057762166,440
postal_code_H5R,0.3602143907140885,0.3602143907140885,441
postal_code_R4B,0.35918785173994017,0.35918785173994017,442
postal_code_L3M,-0.35911231061719684,0.35911231061719684,443
postal_code_L4N,0.35890756737347307,0.35890756737347307,444
postal_code_S8R,-0.35885394540405857,0.35885394540405857,445
postal_code_J3I,0.3587040468728525,0.3587040468728525,446
postal_code_T7Q,0.35825177332188113,0.35825177332188113,447
postal_code_M4Y,0.35653431047071565,0.35653431047071565,448
postal_code_V4J,0.356477351290874,0.356477351290874,449
postal_code_V4H,0.35508863758560455,0.35508863758560455,450
postal_code_P4C,-0.35483177758906137,0.35483177758906137,451
postal_code_H1F,0.35461957095222,0.35461957095222,452
postal_code_T2C,0.35442088243186554,0.35442088243186554,453
postal_code_M3O,0.3540581811340446,0.3540581811340446,454
postal_code_K8S,-0.35379084388223675,0.35379084388223675,455
postal_code_M2G,-0.3530596709021276,0.3530596709021276,456
postal_code_P4Z,0.3529169134753373,0.3529169134753373,457
postal_code_P1P,0.3524941239733882,0.3524941239733882,458
postal_code_M4K,-0.3518587447018412,0.3518587447018412,459
postal_code_J5Q,-0.3518416129089417,0.3518416129089417,460
postal_code_K3P,-0.35171769389393487,0.35171769389393487,461
postal_code_P4F,-0.3514349223234915,0.3514349223234915,462
postal_code_G5O,-0.3510050442669369,0.3510050442669369,463
postal_code_L5V,0.35004137656396694,0.35004137656396694,464
postal_code_S2W,-0.34917022523050883,0.34917022523050883,465
postal_code_E8C,-0.3485433877297072,0.3485433877297072,466
postal_code_A1U,0.3477291479651977,0.3477291479651977,467
postal_code_S2X,-0.34747505360455766,0.34747505360455766,468
postal_code_R7C,-0.34745730718601275,0.34745730718601275,469
postal_code_C9M,-0.34694379537140685,0.34694379537140685,470
postal_code_H2J,0.34628913011318213,0.34628913011318213,471
postal_code_N4Y,0.34590984582040135,0.34590984582040135,472
postal_code_N5O,0.34590224224856747,0.34590224224856747,473
postal_code_A9U,0.34589016571637493,0.34589016571637493,474
postal_code_K3Q,0.34578724977495773,0.34578724977495773,475
postal_code_G4F,-0.3457233609252699,0.3457233609252699,476
postal_code_E1I,-0.34554919850295684,0.34554919850295684,477
postal_code_K9E,-0.3454969035549889,0.3454969035549889,478
