Feature,LASSO_Coefficient,LASSO_AbsCoeff,LASSO_Rank,Ridge_Coefficient,Ridge_AbsCoeff,Ridge_Rank,ElasticNet_Coefficient,ElasticNet_AbsCoeff,ElasticNet_Rank,Average_Rank,Rank_Difference
postal_code_J3F,1.6002308433426948,1.6002308433426948,22,0.7107948580982231,0.7107948580982231,91,1.3724495504832177,1.3724495504832177,18,43.666666666666664,73
postal_code_S9S,1.3930329119364893,1.3930329119364893,37,0.8243474912369398,0.8243474912369398,60,1.2208753448478011,1.2208753448478011,39,45.333333333333336,23
postal_code_H2D,1.4821847769866616,1.4821847769866616,30,0.7929989304683285,0.7929989304683285,72,1.2445549239639597,1.2445549239639597,36,46.0,42
postal_code_H5K,1.1718951244067848,1.1718951244067848,56,0.978617920228158,0.978617920228158,15,1.0583557253455895,1.0583557253455895,67,46.0,52
postal_code_G9H,1.5058479999030108,1.5058479999030108,29,0.7037434110915215,0.7037434110915215,94,1.329774229406658,1.329774229406658,23,48.666666666666664,71
postal_code_P3S,1.1307913263332485,1.1307913263332485,64,1.0117976974490501,1.0117976974490501,10,1.042410878959762,1.042410878959762,72,48.666666666666664,62
postal_code_H7C,1.4512160261376217,1.4512160261376217,33,0.7365927569406825,0.7365927569406825,84,1.2926717825863374,1.2926717825863374,31,49.333333333333336,53
postal_code_M6U,1.4737377235160953,1.4737377235160953,32,0.7073307879949277,0.7073307879949277,92,1.3140668868832426,1.3140668868832426,24,49.333333333333336,68
postal_code_M9X,1.4779844939614137,1.4779844939614137,31,0.6334749437390289,0.6334749437390289,113,1.335898904538246,1.335898904538246,20,54.666666666666664,93
postal_code_G1L,1.3344263228566906,1.3344263228566906,42,0.7851300140289819,0.7851300140289819,77,1.1583936630224174,1.1583936630224174,46,55.0,35
postal_code_V2T,1.4270787819243307,1.4270787819243307,34,0.6408216484956918,0.6408216484956918,108,1.3043612075047815,1.3043612075047815,28,56.666666666666664,80
postal_code_C3O,1.0429439770317341,1.0429439770317341,78,0.9557463062997295,0.9557463062997295,19,1.0206038460098799,1.0206038460098799,78,58.333333333333336,59
postal_code_R7P,1.3584063211131212,1.3584063211131212,39,0.6275926991860339,0.6275926991860339,117,1.2728526964785345,1.2728526964785345,35,63.666666666666664,82
postal_code_L8Q,1.2214098336999626,1.2214098336999626,48,0.7041688880637158,0.7041688880637158,93,1.1339865979497379,1.1339865979497379,51,64.0,45
postal_code_J3N,1.6835704439924661,1.6835704439924661,18,0.5598300348092742,0.5598300348092742,163,1.489506839185883,1.489506839185883,12,64.33333333333333,151
postal_code_P1S,1.3404499429914765,1.3404499429914765,41,0.6144463512830353,0.6144463512830353,118,1.2285213545342077,1.2285213545342077,38,65.66666666666667,80
postal_code_B5U,1.3272379111211208,1.3272379111211208,43,0.6297665408705718,0.6297665408705718,116,1.195915413736541,1.195915413736541,41,66.66666666666667,75
postal_code_N8V,1.156282323457198,1.156282323457198,58,0.7699807905677599,0.7699807905677599,81,1.067784465621642,1.067784465621642,64,67.66666666666667,23
postal_code_M9W,1.3416596427110852,1.3416596427110852,40,0.6065514928467657,0.6065514928467657,126,1.2287322863327068,1.2287322863327068,37,67.66666666666667,89
postal_code_K8C,0.985553190255264,0.985553190255264,87,0.911315435000882,0.911315435000882,31,0.9703095921139346,0.9703095921139346,90,69.33333333333333,59
postal_code_H6Y,1.1522217981154115,1.1522217981154115,60,0.7330993819349034,0.7330993819349034,85,1.0725713885988406,1.0725713885988406,63,69.33333333333333,25
postal_code_K6V,1.2837277687859519,1.2837277687859519,46,0.6081993218254765,0.6081993218254765,125,1.1925853954662202,1.1925853954662202,43,71.33333333333333,82
postal_code_M4O,1.1307965357290617,1.1307965357290617,63,0.6555783411059242,0.6555783411059242,105,1.0741245455349864,1.0741245455349864,61,76.33333333333333,44
postal_code_T8F,1.2840256704034418,1.2840256704034418,45,0.5742942439999726,0.5742942439999726,150,1.2037884113010329,1.2037884113010329,40,78.33333333333333,110
postal_code_K4M,1.405567017310534,1.405567017310534,36,0.5462896666308634,0.5462896666308634,179,1.3133532405001407,1.3133532405001407,25,80.0,154
postal_code_L7Y,1.1534372024723558,1.1534372024723558,59,0.6047812227868703,0.6047812227868703,128,1.101173346606007,1.101173346606007,57,81.33333333333333,71
postal_code_J5O,1.0482679279028384,1.0482679279028384,77,0.7025418764956431,0.7025418764956431,95,1.0115241485455655,1.0115241485455655,80,84.0,18
postal_code_T2R,1.3005216573198812,1.3005216573198812,44,0.5564671468691578,0.5564671468691578,165,1.169034144257065,1.169034144257065,45,84.66666666666667,121
postal_code_M6S,1.08458729211027,1.08458729211027,71,0.6097071834518653,0.6097071834518653,123,1.0347390073426221,1.0347390073426221,75,89.66666666666667,52
postal_code_J6S,1.1692547300994607,1.1692547300994607,57,0.5668815661751706,0.5668815661751706,158,1.101322204299918,1.101322204299918,55,90.0,103
postal_code_L4U,1.1057948033785956,1.1057948033785956,69,0.603821150637729,0.603821150637729,130,1.0506475540467919,1.0506475540467919,71,90.0,61
postal_code_G2X,1.1267174964579536,1.1267174964579536,65,0.5872202109396361,0.5872202109396361,139,1.058209867496714,1.058209867496714,68,90.66666666666667,74
postal_code_J9K,1.134028615278887,1.134028615278887,61,0.5720966853004292,0.5720966853004292,152,1.0888185442453904,1.0888185442453904,59,90.66666666666667,93
postal_code_H6G,0.968294957783266,0.968294957783266,91,0.7137429586173452,0.7137429586173452,90,0.9611276357436713,0.9611276357436713,93,91.33333333333333,3
postal_code_G3T,1.1993684184315836,1.1993684184315836,51,0.5532073770574872,0.5532073770574872,171,1.104984256392908,1.104984256392908,54,92.0,120
postal_code_T4J,1.2100337376126071,1.2100337376126071,50,0.5232515744602649,0.5232515744602649,194,1.1413878818360996,1.1413878818360996,48,97.33333333333333,146
postal_code_H5J,0.9198633870840457,0.9198633870840457,97,0.696746908390796,0.696746908390796,98,0.9357760503600039,0.9357760503600039,98,97.66666666666667,1
postal_code_T5V,1.1923379056203474,1.1923379056203474,52,0.5173884359834178,0.5173884359834178,199,1.1072017094021043,1.1072017094021043,53,101.33333333333333,147
postal_code_L6V,1.1041936468054048,1.1041936468054048,70,0.5537636369591027,0.5537636369591027,168,1.0659298806155402,1.0659298806155402,66,101.33333333333333,102
postal_code_L4F,1.1900165710325628,1.1900165710325628,53,0.5044904180611958,0.5044904180611958,209,1.1389401556535725,1.1389401556535725,49,103.66666666666667,160
postal_code_J6C,0.8369810936437002,0.8369810936437002,111,0.7020904161443567,0.7020904161443567,96,0.8930055770002338,0.8930055770002338,107,104.66666666666667,15
postal_code_L9L,0.9352563331742119,0.9352563331742119,96,0.6083447267662545,0.6083447267662545,124,0.943952919517372,0.943952919517372,96,105.33333333333333,28
postal_code_T6I,1.2619506468215007,1.2619506468215007,47,0.4771353116647479,0.4771353116647479,238,1.1861159783009454,1.1861159783009454,44,109.66666666666667,194
postal_code_K2G,0.7948648831083015,0.7948648831083015,120,0.6853609893609046,0.6853609893609046,99,0.87905102280365,0.87905102280365,116,111.66666666666667,21
postal_code_M6I,0.9025143892063567,0.9025143892063567,103,0.5858148525485211,0.5858148525485211,140,0.9338992670360718,0.9338992670360718,100,114.33333333333333,40
postal_code_V5D,1.1328109219454305,1.1328109219454305,62,0.4845990621057825,0.4845990621057825,228,1.1011889993485942,1.1011889993485942,56,115.33333333333333,172
postal_code_T9I,1.1156199191427305,1.1156199191427305,68,0.4983053060638667,0.4983053060638667,218,1.0725772770692896,1.0725772770692896,62,116.0,156
postal_code_N4P,1.0125166324011423,1.0125166324011423,82,0.5238894803518536,0.5238894803518536,193,1.0018910109071262,1.0018910109071262,82,119.0,111
postal_code_G2W,0.9681832925376102,0.9681832925376102,92,0.5484449204818079,0.5484449204818079,175,0.967508953349947,0.967508953349947,91,119.33333333333333,84
postal_code_T1R,0.9142269497025991,0.9142269497025991,99,0.5599360481937015,0.5599360481937015,162,0.9362688615192937,0.9362688615192937,97,119.33333333333333,65
postal_code_M9L,1.0040720920917705,1.0040720920917705,85,0.5257976085553586,0.5257976085553586,190,0.9910722136104634,0.9910722136104634,84,119.66666666666667,106
postal_code_V3B,1.0564026312299024,1.0564026312299024,74,0.5013125084972267,0.5013125084972267,213,1.034077981906444,1.034077981906444,76,121.0,139
postal_code_M6T,-1.028510818197888,1.028510818197888,81,-0.5170303181966942,0.5170303181966942,200,-1.0017745502809166,1.0017745502809166,83,121.33333333333333,119
postal_code_V8O,0.8308997389919672,0.8308997389919672,113,0.5997718301884399,0.5997718301884399,134,0.8760884892480287,0.8760884892480287,118,121.66666666666667,21
postal_code_G6Q,0.8622400690373605,0.8622400690373605,107,0.5787709928648933,0.5787709928648933,147,0.8885008765185105,0.8885008765185105,111,121.66666666666667,40
postal_code_M3S,1.1767311399428533,1.1767311399428533,54,0.4535894451596989,0.4535894451596989,263,1.135303674564184,1.135303674564184,50,122.33333333333333,213
postal_code_N8I,0.9102015755888463,0.9102015755888463,100,0.5535579110732647,0.5535579110732647,169,0.9303732969247592,0.9303732969247592,101,123.33333333333333,69
postal_code_L7I,1.0401560449088123,1.0401560449088123,79,0.5016273228571235,0.5016273228571235,212,1.0144345872688834,1.0144345872688834,79,123.33333333333333,133
postal_code_H7J,1.119120673809896,1.119120673809896,66,0.4756163810586046,0.4756163810586046,240,1.0676356808389624,1.0676356808389624,65,123.66666666666667,175
postal_code_H3P,1.0008906881024557,1.0008906881024557,86,0.5037738528477088,0.5037738528477088,211,0.9827084959546705,0.9827084959546705,86,127.66666666666667,125
postal_code_N7Z,0.8261478936204636,0.8261478936204636,115,0.55547081466151,0.55547081466151,166,0.8915018507254768,0.8915018507254768,109,130.0,57
postal_code_G4Z,0.8272063840561152,0.8272063840561152,114,0.5676087934418612,0.5676087934418612,157,0.8646077559300998,0.8646077559300998,122,131.0,43
postal_code_L1F,0.8649421657897169,0.8649421657897169,106,0.5304745894558421,0.5304745894558421,186,0.896274731062829,0.896274731062829,105,132.33333333333334,81
postal_code_H9S,1.0044361781305207,1.0044361781305207,84,0.48449366576354147,0.48449366576354147,229,0.990510039671054,0.990510039671054,85,132.66666666666666,145
postal_code_M6H,0.678983064289981,0.678983064289981,153,0.6676817291333065,0.6676817291333065,103,0.8035963950726208,0.8035963950726208,145,133.66666666666666,50
postal_code_T3P,1.1166372298423084,1.1166372298423084,67,0.4419147903948274,0.4419147903948274,276,1.079167339619368,1.079167339619368,60,134.33333333333334,216
postal_code_P4S,1.0781845140131396,1.0781845140131396,72,0.4519963813095957,0.4519963813095957,264,1.052798231777409,1.052798231777409,69,135.0,195
postal_code_T7W,0.974147898695747,0.974147898695747,90,0.48250852468552746,0.48250852468552746,231,0.9658161773071883,0.9658161773071883,92,137.66666666666666,141
postal_code_T7J,-0.7576793276603423,0.7576793276603423,131,-0.5547381928525298,0.5547381928525298,167,-0.8792214200943997,0.8792214200943997,115,137.66666666666666,52
postal_code_M8B,0.9814411018949878,0.9814411018949878,88,0.47813808564156235,0.47813808564156235,236,0.9759071276695157,0.9759071276695157,89,137.66666666666666,148
postal_code_M4B,0.7882057306891421,0.7882057306891421,121,0.5489371409610287,0.5489371409610287,173,0.869091023551864,0.869091023551864,121,138.33333333333334,52
postal_code_H4O,0.7729869669835494,0.7729869669835494,127,0.5488727785265299,0.5488727785265299,174,0.8540634677849602,0.8540634677849602,126,142.33333333333334,48
postal_code_J5N,-1.0325251740037762,1.0325251740037762,80,-0.4444195242885043,0.4444195242885043,274,-1.0249272795672646,1.0249272795672646,77,143.66666666666666,197
postal_code_P8R,0.7518548744764536,0.7518548744764536,133,0.5534563172217091,0.5534563172217091,170,0.8465281554704452,0.8465281554704452,130,144.33333333333334,40
postal_code_V3G,0.9448429538446624,0.9448429538446624,95,0.4718636214082163,0.4718636214082163,244,0.9522077914451614,0.9522077914451614,95,144.66666666666666,149
postal_code_K7E,0.8732674592153865,0.8732674592153865,104,0.49042372517495,0.49042372517495,222,0.8891240467644025,0.8891240467644025,110,145.33333333333334,118
postal_code_N2I,0.8368897195882942,0.8368897195882942,112,0.48477927821738104,0.48477927821738104,226,0.8934356029843622,0.8934356029843622,106,148.0,120
postal_code_P1L,0.9096030296168605,0.9096030296168605,101,0.468645391826601,0.468645391826601,247,0.9265330567193901,0.9265330567193901,102,150.0,146
postal_code_M3P,0.8528259417822378,0.8528259417822378,109,0.4654376045763589,0.4654376045763589,250,0.8878531541651629,0.8878531541651629,112,157.0,141
postal_code_B6K,0.8074047978103622,0.8074047978103622,119,0.4634236312059993,0.4634236312059993,254,0.8925870008560525,0.8925870008560525,108,160.33333333333334,146
postal_code_V8T,0.9196329073298483,0.9196329073298483,98,0.42965315225917533,0.42965315225917533,293,0.934080084432645,0.934080084432645,99,163.33333333333334,195
postal_code_T2O,1.0558026290503606,1.0558026290503606,75,0.4034116928663226,0.4034116928663226,346,1.0383296692105677,1.0383296692105677,73,164.66666666666666,273
postal_code_L9E,0.6660482926927325,0.6660482926927325,156,0.5243798482634459,0.5243798482634459,192,0.7997754841472838,0.7997754841472838,147,165.0,45
postal_code_J2N,0.7820747217002715,0.7820747217002715,124,0.4728487793829933,0.4728487793829933,243,0.8403052728178515,0.8403052728178515,132,166.33333333333334,119
postal_code_R3B,0.6725620972399763,0.6725620972399763,154,0.5056254638613664,0.5056254638613664,207,0.8175154719326111,0.8175154719326111,139,166.66666666666666,68
postal_code_P6H,0.8096160126485807,0.8096160126485807,118,0.4599392113182277,0.4599392113182277,260,0.8513522084730372,0.8513522084730372,127,168.33333333333334,142
postal_code_P9N,0.7749884345733927,0.7749884345733927,126,0.4604820488313379,0.4604820488313379,258,0.8552192944377106,0.8552192944377106,124,169.33333333333334,134
postal_code_P3B,1.0545846931368263,1.0545846931368263,76,0.39470374383530077,0.39470374383530077,364,1.034915968918907,1.034915968918907,74,171.33333333333334,290
postal_code_G8M,0.7346578131329663,0.7346578131329663,137,0.4788511033132762,0.4788511033132762,234,0.8055886844046788,0.8055886844046788,144,171.66666666666666,97
postal_code_K5K,0.5854219397301695,0.5854219397301695,181,0.5398877269979152,0.5398877269979152,183,0.7696780191647727,0.7696780191647727,159,174.33333333333334,24
postal_code_L6X,0.5283126460325152,0.5283126460325152,198,0.635356769392992,0.635356769392992,111,0.6754308480554797,0.6754308480554797,219,176.0,108
postal_code_V9Y,0.9033246239317448,0.9033246239317448,102,0.41321186679677185,0.41321186679677185,327,0.9228939145359797,0.9228939145359797,103,177.33333333333334,225
postal_code_M8S,-1.214457369193092,1.214457369193092,49,-0.3644915391026211,0.3644915391026211,428,-1.0984505191658378,1.0984505191658378,58,178.33333333333334,379
postal_code_M4R,0.48193007797688364,0.48193007797688364,211,0.6052223032902575,0.6052223032902575,127,0.6926480086176405,0.6926480086176405,208,182.0,84
postal_code_N4Z,-0.8246763011108571,0.8246763011108571,116,-0.4131545960692383,0.4131545960692383,328,-0.9056086062420421,0.9056086062420421,104,182.66666666666666,224
postal_code_N3V,0.4847970052845542,0.4847970052845542,209,0.595018258495541,0.595018258495541,135,0.6920279375698357,0.6920279375698357,209,184.33333333333334,74
postal_code_P8K,0.7519339256380444,0.7519339256380444,132,0.4388441334172023,0.4388441334172023,279,0.805698205423529,0.805698205423529,143,184.66666666666666,147
postal_code_N1B,0.8115752572361623,0.8115752572361623,117,0.4162737888263065,0.4162737888263065,319,0.876046594409085,0.876046594409085,119,185.0,202
postal_code_K5A,0.5489734629748224,0.5489734629748224,191,0.5247736962173107,0.5247736962173107,191,0.7367587850816234,0.7367587850816234,173,185.0,18
postal_code_T7Y,0.7033601410396213,0.7033601410396213,143,0.46043517706774395,0.46043517706774395,259,0.7794057693355417,0.7794057693355417,156,186.0,116
postal_code_M5O,0.5966530962645593,0.5966530962645593,178,0.5293821040970929,0.5293821040970929,188,0.7148628517004431,0.7148628517004431,194,186.66666666666666,16
postal_code_T6C,0.9796930373092679,0.9796930373092679,89,0.3866693979267582,0.3866693979267582,386,0.977745099174805,0.977745099174805,87,187.33333333333334,299
postal_code_H6X,0.5770913797484726,0.5770913797484726,184,0.5087465300321213,0.5087465300321213,204,0.7337464269558659,0.7337464269558659,177,188.33333333333334,27
postal_code_N6V,0.9513732057375998,0.9513732057375998,93,0.389804575657355,0.389804575657355,381,0.9587289699953867,0.9587289699953867,94,189.33333333333334,288
postal_code_J3S,0.39346359732057357,0.39346359732057357,236,0.6004551837199922,0.6004551837199922,132,0.7043304025286689,0.7043304025286689,201,189.66666666666666,104
postal_code_H3M,0.571217246946702,0.571217246946702,185,0.499495904370449,0.499495904370449,217,0.7440534698476176,0.7440534698476176,171,191.0,46
postal_code_N1W,0.8653013017537368,0.8653013017537368,105,0.3946228763155859,0.3946228763155859,365,0.880484953146906,0.880484953146906,114,194.66666666666666,260
postal_code_R6W,0.6537005088105794,0.6537005088105794,159,0.43249229278491597,0.43249229278491597,290,0.802297861330879,0.802297861330879,146,198.33333333333334,144
postal_code_V8U,1.0123450121926048,1.0123450121926048,83,0.3624064903927036,0.3624064903927036,433,1.0067732014304218,1.0067732014304218,81,199.0,352
postal_code_N9X,0.7034670869651483,0.7034670869651483,142,0.41658508502955843,0.41658508502955843,318,0.8108576069694088,0.8108576069694088,142,200.66666666666666,176
postal_code_T1A,0.83789720003786,0.83789720003786,110,0.3913909187357606,0.3913909187357606,373,0.869436789295545,0.869436789295545,120,201.0,263
postal_code_P9L,0.540706919450129,0.540706919450129,196,0.49192266572824395,0.49192266572824395,221,0.7215767637369079,0.7215767637369079,186,201.0,35
postal_code_T1P,0.7621955415438705,0.7621955415438705,128,0.40296684114621467,0.40296684114621467,348,0.8483586181712038,0.8483586181712038,129,201.66666666666666,220
postal_code_H3H,0.7615682395390296,0.7615682395390296,129,0.4078184848619263,0.4078184848619263,339,0.8147635882896546,0.8147635882896546,141,203.0,210
postal_code_H6M,0.6610530187212782,0.6610530187212782,157,0.43459455054553375,0.43459455054553375,286,0.7487412714687992,0.7487412714687992,168,203.66666666666666,129
postal_code_P2U,0.678992810639866,0.678992810639866,152,0.4294273345040335,0.4294273345040335,295,0.7379445418061269,0.7379445418061269,172,206.33333333333334,143
postal_code_T9Z,0.5865344458088034,0.5865344458088034,180,0.442473927408627,0.442473927408627,275,0.7348482398810925,0.7348482398810925,176,210.33333333333334,99
postal_code_P5A,0.7256208154009068,0.7256208154009068,138,0.40029768967278706,0.40029768967278706,357,0.8175075897802061,0.8175075897802061,140,211.66666666666666,219
postal_code_M7N,0.560844063420682,0.560844063420682,189,0.4478636449555181,0.4478636449555181,268,0.7279689557490858,0.7279689557490858,181,212.66666666666666,87
postal_code_M5N,0.6991026644145957,0.6991026644145957,147,0.40688234689061326,0.40688234689061326,340,0.7695196843148518,0.7695196843148518,160,215.66666666666666,193
postal_code_N6T,0.6026670013631081,0.6026670013631081,173,0.4221996141286983,0.4221996141286983,308,0.7514820040104732,0.7514820040104732,166,215.66666666666666,142
postal_code_V2N,-0.7501453616243091,0.7501453616243091,134,-0.3834507146859114,0.3834507146859114,390,-0.860577747488337,0.860577747488337,123,215.66666666666666,267
postal_code_R5T,0.5815087998793866,0.5815087998793866,183,0.4227703136283281,0.4227703136283281,306,0.7616932896213816,0.7616932896213816,162,217.0,144
postal_code_R6D,-0.6811828290403253,0.6811828290403253,151,-0.39273190281013287,0.39273190281013287,368,-0.8185175232337926,0.8185175232337926,138,219.0,230
postal_code_P1C,0.5930719796687067,0.5930719796687067,179,0.42091731474894734,0.42091731474894734,312,0.7505598596933957,0.7505598596933957,167,219.33333333333334,145
postal_code_T3Q,0.3882058824658143,0.3882058824658143,239,0.5175394292828673,0.5175394292828673,198,0.6723537653584432,0.6723537653584432,223,220.0,41
postal_code_J9R,0.6292393697397982,0.6292393697397982,169,0.410142369182593,0.410142369182593,331,0.7600887242783788,0.7600887242783788,163,221.0,168
postal_code_P7E,0.5458467073111595,0.5458467073111595,194,0.43360766572497844,0.43360766572497844,288,0.7160888425263245,0.7160888425263245,190,224.0,98
postal_code_T2C,0.8536380940933074,0.8536380940933074,108,0.35442088243186554,0.35442088243186554,453,0.8826735655613014,0.8826735655613014,113,224.66666666666666,345
postal_code_E8W,0.4179405289668915,0.4179405289668915,229,0.47126670531019116,0.47126670531019116,245,0.7038837799295801,0.7038837799295801,202,225.33333333333334,43
postal_code_J5Y,0.6006369425306295,0.6006369425306295,175,0.4093010169807536,0.4093010169807536,334,0.7449818012067724,0.7449818012067724,169,226.0,165
postal_code_M7C,-0.9478123191759015,0.9478123191759015,94,-0.340466436344687,0.340466436344687,499,-0.9761653048201506,0.9761653048201506,88,227.0,411
postal_code_V5Q,0.6724737730747135,0.6724737730747135,155,0.39007811441712065,0.39007811441712065,378,0.7879186275570766,0.7879186275570766,151,228.0,227
postal_code_N8Q,-0.5165216978907615,0.5165216978907615,200,-0.4240235984853197,0.4240235984853197,302,-0.7266761469616378,0.7266761469616378,184,228.66666666666666,118
postal_code_T3H,0.5692957135049983,0.5692957135049983,186,0.4138291451096581,0.4138291451096581,324,0.7294329634988517,0.7294329634988517,179,229.66666666666666,145
postal_code_G9F,0.4553007143963295,0.4553007143963295,218,0.47873505336675004,0.47873505336675004,235,0.6548739423364274,0.6548739423364274,237,230.0,19
postal_code_L4N,0.7773745472142424,0.7773745472142424,125,0.35890756737347307,0.35890756737347307,444,0.8551277389874207,0.8551277389874207,125,231.33333333333334,319
postal_code_P9H,0.6002741749225695,0.6002741749225695,176,0.41501717189994175,0.41501717189994175,322,0.7046396151356513,0.7046396151356513,200,232.66666666666666,146
postal_code_B7Q,0.41856948075753586,0.41856948075753586,228,0.47331473384949696,0.47331473384949696,242,0.6608651435991254,0.6608651435991254,229,233.0,14
postal_code_P8G,0.4641991392507413,0.4641991392507413,215,0.451468287351587,0.451468287351587,265,0.6707033864831697,0.6707033864831697,224,234.66666666666666,50
postal_code_K9Y,0.4423156047396659,0.4423156047396659,222,0.4659594842253376,0.4659594842253376,249,0.6553865175796598,0.6553865175796598,236,235.66666666666666,27
postal_code_S8D,0.267839291181394,0.267839291181394,298,0.571208214342779,0.571208214342779,153,0.6233854698929319,0.6233854698929319,262,237.66666666666666,145
postal_code_T6Y,0.7086055887083826,0.7086055887083826,141,0.36777415508954425,0.36777415508954425,419,0.7834645627308867,0.7834645627308867,154,238.0,278
postal_code_V6V,-0.6936610393261053,0.6936610393261053,148,-0.36125051415862874,0.36125051415862874,438,-0.8384002284344131,0.8384002284344131,133,239.66666666666666,305
postal_code_N2L,0.6880238802717261,0.6880238802717261,150,0.3671215398567865,0.3671215398567865,421,0.7989641275071757,0.7989641275071757,149,240.0,272
postal_code_V2R,-1.1740938364774323,1.1740938364774323,55,-0.314230565597802,0.314230565597802,618,-1.1137640461102252,1.1137640461102252,52,241.66666666666666,566
postal_code_N5H,0.6204431495139556,0.6204431495139556,171,0.39170899766741946,0.39170899766741946,372,0.7209105878041738,0.7209105878041738,187,243.33333333333334,201
postal_code_P8F,0.3544881177730306,0.3544881177730306,252,0.4960192203364882,0.4960192203364882,219,0.6035372225404912,0.6035372225404912,273,248.0,54
postal_code_H1G,0.5638442069700156,0.5638442069700156,188,0.40267163032262493,0.40267163032262493,350,0.6854591758692105,0.6854591758692105,212,250.0,162
postal_code_J2T,0.4133875892230575,0.4133875892230575,230,0.4473773946428165,0.4473773946428165,270,0.6416705940426279,0.6416705940426279,250,250.0,40
