Feature,LASSO_Coefficient,LASSO_AbsCoeff,LASSO_Rank
postal_code_K4N,0.4575702874119438,0.4575702874119438,216
postal_code_V4W,0.45711890324397525,0.45711890324397525,217
postal_code_G9F,0.4553007143963295,0.4553007143963295,218
postal_code_M1S,-0.4548898942975478,0.4548898942975478,219
postal_code_T4H,0.4543941337750263,0.4543941337750263,220
postal_code_T1N,-0.4438719159558674,0.4438719159558674,221
postal_code_K9Y,0.4423156047396659,0.4423156047396659,222
postal_code_V2K,-0.44036633239650985,0.44036633239650985,223
postal_code_T5D,-0.42650565529818174,0.42650565529818174,224
postal_code_P3L,0.42425840050348174,0.42425840050348174,225
postal_code_T1J,-0.4228391339110087,0.4228391339110087,226
postal_code_V9T,-0.41918542907557954,0.41918542907557954,227
postal_code_B7Q,0.41856948075753586,0.41856948075753586,228
postal_code_E8W,0.4179405289668915,0.4179405289668915,229
postal_code_J2T,0.4133875892230575,0.4133875892230575,230
postal_code_H7O,-0.40953156796148465,0.40953156796148465,231
postal_code_V5M,-0.4054986599821575,0.4054986599821575,232
postal_code_K4B,0.4054701104605597,0.4054701104605597,233
postal_code_V6K,-0.4036578829881703,0.4036578829881703,234
postal_code_G6Z,0.3941689788149815,0.3941689788149815,235
postal_code_J3S,0.39346359732057357,0.39346359732057357,236
postal_code_T2N,-0.39045157016019294,0.39045157016019294,237
postal_code_J6B,0.3900049395121984,0.3900049395121984,238
postal_code_T3Q,0.3882058824658143,0.3882058824658143,239
postal_code_N6D,0.3869206786179548,0.3869206786179548,240
postal_code_M2M,0.38612839667802534,0.38612839667802534,241
postal_code_K3Q,0.3851279952786003,0.3851279952786003,242
postal_code_K7M,-0.38326242632332047,0.38326242632332047,243
postal_code_T1U,-0.37718436186803694,0.37718436186803694,244
postal_code_N4V,-0.37656780531589584,0.37656780531589584,245
postal_code_G8P,0.37099692678865204,0.37099692678865204,246
postal_code_L6Q,-0.36775783317626537,0.36775783317626537,247
postal_code_N5L,-0.36762614354788886,0.36762614354788886,248
postal_code_V2M,0.36621251737466903,0.36621251737466903,249
postal_code_V8L,-0.36336934202562887,0.36336934202562887,250
postal_code_N2E,0.3600979494191876,0.3600979494191876,251
postal_code_P8F,0.3544881177730306,0.3544881177730306,252
postal_code_V3T,0.35009619583993407,0.35009619583993407,253
postal_code_G3U,0.347788874482109,0.347788874482109,254
postal_code_T5W,-0.3449608248835902,0.3449608248835902,255
postal_code_K5E,0.34453674830573294,0.34453674830573294,256
postal_code_G5I,0.34358178206568535,0.34358178206568535,257
postal_code_M2V,0.34118227722390965,0.34118227722390965,258
postal_code_G3S,0.34103238692044363,0.34103238692044363,259
postal_code_B5S,-0.3403589633978236,0.3403589633978236,260
postal_code_K8V,0.33778275794348045,0.33778275794348045,261
postal_code_T3X,0.33477584398717325,0.33477584398717325,262
postal_code_P4W,-0.331211073399545,0.331211073399545,263
claim_amount,0.32683214907474434,0.32683214907474434,264
postal_code_P1P,0.3205678855876703,0.3205678855876703,265
postal_code_V3P,-0.3199159028599581,0.3199159028599581,266
postal_code_T6R,-0.3173833026557143,0.3173833026557143,267
postal_code_K8H,-0.3164716954672511,0.3164716954672511,268
vehicle_use_Personal,-0.3163632386936188,0.3163632386936188,269
postal_code_V3U,-0.31625999745332084,0.31625999745332084,270
postal_code_L4C,-0.3140699148301888,0.3140699148301888,271
postal_code_P9D,0.3097325523217649,0.3097325523217649,272
postal_code_V6X,0.30196480189952885,0.30196480189952885,273
postal_code_V9C,0.3011269533152672,0.3011269533152672,274
postal_code_P4F,-0.30051216048889484,0.30051216048889484,275
postal_code_H9I,0.298400542667152,0.298400542667152,276
postal_code_V2F,0.29734673086987484,0.29734673086987484,277
postal_code_G5Z,0.2960331581031411,0.2960331581031411,278
postal_code_T7F,0.29454185984518255,0.29454185984518255,279
postal_code_P7Y,0.2916393777537216,0.2916393777537216,280
postal_code_G6C,0.2915428206134731,0.2915428206134731,281
postal_code_V4Q,-0.2914305586729624,0.2914305586729624,282
postal_code_J7N,0.2901650657774526,0.2901650657774526,283
postal_code_T4P,-0.2899122261281908,0.2899122261281908,284
postal_code_V1H,-0.28904252376538536,0.28904252376538536,285
postal_code_N3O,-0.28785872814132835,0.28785872814132835,286
postal_code_H3E,0.2856892888239261,0.2856892888239261,287
postal_code_L3L,0.2838022764567074,0.2838022764567074,288
postal_code_J3L,-0.28091409551222496,0.28091409551222496,289
postal_code_P5Z,0.280228560263677,0.280228560263677,290
postal_code_M3X,0.2798194827663862,0.2798194827663862,291
postal_code_M9K,-0.2787421650435052,0.2787421650435052,292
postal_code_N7G,0.276313076419726,0.276313076419726,293
postal_code_V2B,0.274610931850492,0.274610931850492,294
postal_code_M3D,-0.27213753271475954,0.27213753271475954,295
postal_code_M9Z,0.26924069329764666,0.26924069329764666,296
postal_code_P7I,0.2689221613077252,0.2689221613077252,297
postal_code_S8D,0.267839291181394,0.267839291181394,298
postal_code_K9G,0.26741738137473475,0.26741738137473475,299
postal_code_V3K,0.26741360553686605,0.26741360553686605,300
postal_code_T6L,0.26573796815451306,0.26573796815451306,301
previous_claims,0.25848204075966935,0.25848204075966935,302
years_licensed,-0.2565428596651179,0.2565428596651179,303
postal_code_J5P,0.2543260827851508,0.2543260827851508,304
postal_code_N2G,-0.2526880064220892,0.2526880064220892,305
postal_code_V5U,0.2502435311095197,0.2502435311095197,306
postal_code_L3Q,-0.24988267387402266,0.24988267387402266,307
postal_code_J2U,-0.24638171220459398,0.24638171220459398,308
claim_type_Theft,0.24162704875262392,0.24162704875262392,309
postal_code_T6H,-0.2407972151573541,0.2407972151573541,310
postal_code_V1P,-0.23799528030526948,0.23799528030526948,311
postal_code_V5R,-0.23518652365365394,0.23518652365365394,312
postal_code_H5F,0.23499437266590184,0.23499437266590184,313
postal_code_N7A,0.23346501676989445,0.23346501676989445,314
postal_code_N7E,0.23076521346671833,0.23076521346671833,315
postal_code_T1G,-0.23057712191138116,0.23057712191138116,316
postal_code_M2C,-0.22794854440606205,0.22794854440606205,317
postal_code_K6K,0.2265571180194549,0.2265571180194549,318
postal_code_T5K,-0.2249352088572977,0.2249352088572977,319
postal_code_V8Z,0.22327489107071385,0.22327489107071385,320
postal_code_V8I,0.22289325603020071,0.22289325603020071,321
postal_code_K2Q,0.2223718271227591,0.2223718271227591,322
postal_code_T6W,-0.22209754989880615,0.22209754989880615,323
postal_code_N3E,0.21996838331467675,0.21996838331467675,324
postal_code_G4L,0.2196308241116661,0.2196308241116661,325
postal_code_N9P,-0.2164840796561054,0.2164840796561054,326
postal_code_N1K,-0.21438604082535775,0.21438604082535775,327
postal_code_M6G,-0.21435208115133678,0.21435208115133678,328
postal_code_G4P,0.21214102611523186,0.21214102611523186,329
province_MB,-0.21040270788438123,0.21040270788438123,330
police_report_filed_Yes,-0.2072383026473778,0.2072383026473778,331
postal_code_M5W,-0.20640097058160814,0.20640097058160814,332
postal_code_K1J,0.204922428393758,0.204922428393758,333
postal_code_T5H,-0.20298311723632073,0.20298311723632073,334
postal_code_V9W,-0.19799940486853634,0.19799940486853634,335
postal_code_K5N,0.19754755946427507,0.19754755946427507,336
postal_code_L7O,-0.19714834451215532,0.19714834451215532,337
postal_code_L2F,0.19384574720485562,0.19384574720485562,338
postal_code_T1S,0.1917182391653799,0.1917182391653799,339
postal_code_M6E,0.1874145630483119,0.1874145630483119,340
postal_code_G8Q,0.1845721290133663,0.1845721290133663,341
postal_code_P5F,0.1843277752687267,0.1843277752687267,342
postal_code_V7K,-0.181626389452723,0.181626389452723,343
postal_code_T1T,-0.1777314052031452,0.1777314052031452,344
age,0.1759189945034288,0.1759189945034288,345
postal_code_M9T,0.17558299571200378,0.17558299571200378,346
postal_code_L3H,0.17206286963166925,0.17206286963166925,347
postal_code_T6T,-0.17190354377873804,0.17190354377873804,348
claim_to_vehicle_value_ratio,0.16908687133456052,0.16908687133456052,349
postal_code_V9I,-0.16698269138968774,0.16698269138968774,350
postal_code_N8Z,-0.16594987048270263,0.16594987048270263,351
postal_code_M5C,0.16586221082266236,0.16586221082266236,352
postal_code_H5M,0.1657865783687502,0.1657865783687502,353
postal_code_V5O,-0.16456867412590323,0.16456867412590323,354
postal_code_V1N,-0.16248007628990963,0.16248007628990963,355
postal_code_H5V,0.16183949686299484,0.16183949686299484,356
postal_code_K1X,0.16147885592628605,0.16147885592628605,357
postal_code_P4G,-0.15368927113293568,0.15368927113293568,358
postal_code_T2M,0.15233939572505478,0.15233939572505478,359
postal_code_N1H,-0.15196574334580149,0.15196574334580149,360
postal_code_T3A,0.1466133850238273,0.1466133850238273,361
province_SK,-0.14333096057948422,0.14333096057948422,362
postal_code_V3Y,0.14301213189110457,0.14301213189110457,363
postal_code_V6C,0.14268570596551022,0.14268570596551022,364
postal_code_M9O,-0.14182201999641383,0.14182201999641383,365
postal_code_N4W,0.14137543504093708,0.14137543504093708,366
vehicle_brand_Hyundai,-0.13661404377321548,0.13661404377321548,367
vehicle_brand_BMW,-0.1343668891347942,0.1343668891347942,368
postal_code_T7T,-0.1321009264773094,0.1321009264773094,369
postal_code_T5J,0.13112922268492772,0.13112922268492772,370
postal_code_H8L,0.12481010243953625,0.12481010243953625,371
postal_code_T1I,-0.12429541626591618,0.12429541626591618,372
vehicle_brand_Ford,-0.11965218393729,0.11965218393729,373
postal_code_K4J,-0.11809544928143585,0.11809544928143585,374
vehicle_value,-0.11605735436378939,0.11605735436378939,375
postal_code_L5Y,-0.11585093756530038,0.11585093756530038,376
postal_code_G1A,0.11403447493000611,0.11403447493000611,377
postal_code_T6N,0.11345674937185804,0.11345674937185804,378
postal_code_M7Z,0.1128550643884174,0.1128550643884174,379
postal_code_K7S,0.10898424206106413,0.10898424206106413,380
postal_code_G5H,-0.1080309082644314,0.1080309082644314,381
postal_code_V1J,-0.1075735784402076,0.1075735784402076,382
postal_code_P5M,-0.10686817487118565,0.10686817487118565,383
province_AB,-0.10209823290542414,0.10209823290542414,384
postal_code_P2M,0.10136666864613768,0.10136666864613768,385
postal_code_K2R,0.10061100146388736,0.10061100146388736,386
postal_code_N3B,0.10050758056197087,0.10050758056197087,387
postal_code_T2T,0.10047397857185045,0.10047397857185045,388
vehicle_brand_Toyota,-0.10020241567708572,0.10020241567708572,389
province_ON,0.0994587936286824,0.0994587936286824,390
postal_code_K3R,-0.09621375394613473,0.09621375394613473,391
postal_code_L7H,0.09584432549847925,0.09584432549847925,392
postal_code_T3R,0.09541913627478611,0.09541913627478611,393
postal_code_L2K,0.09408678613899847,0.09408678613899847,394
postal_code_L3R,0.08909654184645399,0.08909654184645399,395
vehicle_brand_Mercedes,-0.0859080151808407,0.0859080151808407,396
postal_code_V6J,0.08475284809935718,0.08475284809935718,397
vehicle_brand_Chevrolet,0.083960770770727,0.083960770770727,398
postal_code_T1O,-0.0789743276045732,0.0789743276045732,399
postal_code_P9S,-0.07534871365581111,0.07534871365581111,400
postal_code_M1W,0.07322537140504319,0.07322537140504319,401
province_BC,0.07162223042753958,0.07162223042753958,402
postal_code_N3H,0.07029040503030771,0.07029040503030771,403
postal_code_T9Q,0.06635538571150347,0.06635538571150347,404
postal_code_G7I,0.06406707563034646,0.06406707563034646,405
postal_code_V8R,0.06301771167974757,0.06301771167974757,406
postal_code_G3C,0.06280938593680786,0.06280938593680786,407
province_PE,-0.06096393409385191,0.06096393409385191,408
postal_code_H6F,-0.06074186016228442,0.06074186016228442,409
postal_code_P6F,-0.059136107016986496,0.059136107016986496,410
postal_code_L5X,0.059076309944560555,0.059076309944560555,411
postal_code_J4O,-0.05849700830288884,0.05849700830288884,412
postal_code_J9V,0.05746447381094513,0.05746447381094513,413
postal_code_P7Q,0.05582360856999492,0.05582360856999492,414
postal_code_V6N,0.05514742893510828,0.05514742893510828,415
province_NL,-0.054267276184246406,0.054267276184246406,416
postal_code_M7Q,-0.05169366409323713,0.05169366409323713,417
postal_code_R7O,0.0516665707607494,0.0516665707607494,418
postal_code_L9G,-0.051287154051296524,0.051287154051296524,419
province_QC,0.04921347680824721,0.04921347680824721,420
postal_code_T4X,-0.04791745334032065,0.04791745334032065,421
postal_code_T8T,0.047187002754466634,0.047187002754466634,422
postal_code_P5Q,0.04581050794136436,0.04581050794136436,423
postal_code_L5N,-0.044969432402470644,0.044969432402470644,424
vehicle_brand_Honda,0.04259655136581438,0.04259655136581438,425
postal_code_K4D,-0.03795839381228725,0.03795839381228725,426
postal_code_V3N,-0.03787811180757405,0.03787811180757405,427
postal_code_T7E,-0.03717435829800461,0.03717435829800461,428
postal_code_M1E,0.036882011080676215,0.036882011080676215,429
vehicle_age,0.027725969176359246,0.027725969176359246,430
postal_code_V8S,0.027457622791141414,0.027457622791141414,431
postal_code_K5Y,0.027049062499902174,0.027049062499902174,432
postal_code_V6U,0.026548043721275602,0.026548043721275602,433
postal_code_V2Y,-0.026199825665212426,0.026199825665212426,434
vehicle_brand_Tesla,0.026158205094714088,0.026158205094714088,435
postal_code_J1Y,0.025516054285876937,0.025516054285876937,436
postal_code_J2Y,0.02257759060654409,0.02257759060654409,437
policy_tenure_months,-0.020365326591518695,0.020365326591518695,438
postal_code_P5W,0.020142711578607697,0.020142711578607697,439
postal_code_G8V,-0.0201226421961637,0.0201226421961637,440
postal_code_K2E,0.018461025932821312,0.018461025932821312,441
postal_code_T8E,-0.015814669867349362,0.015814669867349362,442
postal_code_V8Q,-0.01534226561536633,0.01534226561536633,443
province_NB,0.012998371796770086,0.012998371796770086,444
postal_code_V7D,0.012644335415000695,0.012644335415000695,445
gender_Female,-0.012173962645546738,0.012173962645546738,446
postal_code_V3X,0.011691228731885023,0.011691228731885023,447
postal_code_M5I,-0.011161044725446037,0.011161044725446037,448
postal_code_E3I,-0.01019861906469844,0.01019861906469844,449
postal_code_V3H,0.00838490969715338,0.00838490969715338,450
postal_code_J3Z,-0.008367450785500835,0.008367450785500835,451
postal_code_M5R,-0.008136398779435308,0.008136398779435308,452
postal_code_M7R,-0.008009495947060427,0.008009495947060427,453
postal_code_N6H,-0.007785140921494721,0.007785140921494721,454
postal_code_J2K,0.00759583418080427,0.00759583418080427,455
postal_code_H2B,0.0072693053066063724,0.0072693053066063724,456
vehicle_brand_Nissan,0.00676013405799211,0.00676013405799211,457
employment_status_Employed,-0.0059074123370248,0.0059074123370248,458
postal_code_K8N,-0.00560062349247577,0.00560062349247577,459
postal_code_N8L,0.004597843786051912,0.004597843786051912,460
postal_code_P3G,0.004442687985730108,0.004442687985730108,461
postal_code_M8X,0.002640008617971316,0.002640008617971316,462
postal_code_V6B,0.002618066485259122,0.002618066485259122,463
postal_code_K1W,-0.0009278189780615412,0.0009278189780615412,464
postal_code_R2M,-4.7731091206778235e-05,4.7731091206778235e-05,465
postal_code_P4N,0.0,0.0,466
postal_code_P4X,0.0,0.0,467
postal_code_P4O,0.0,0.0,468
postal_code_P6L,0.0,0.0,469
postal_code_P6K,0.0,0.0,470
postal_code_P4P,0.0,0.0,471
postal_code_A7O,0.0,0.0,472
postal_code_P6M,0.0,0.0,473
postal_code_P4V,0.0,0.0,474
postal_code_P4Q,0.0,0.0,475
postal_code_P4R,0.0,0.0,476
postal_code_A7Q,0.0,0.0,477
postal_code_P4U,0.0,0.0,478
postal_code_P4T,0.0,0.0,479
postal_code_P6J,0.0,0.0,480
postal_code_P6E,0.0,0.0,481
postal_code_P6I,0.0,0.0,482
